genre,month_year,score
Electronic,2015-06,7.143333333333333
Electronic,2015-07,7.223611111111111
Electronic,2015-08,7.338888888888889
Electronic,2015-09,7.290625
Electronic,2015-10,6.869230769230768
Electronic,2015-11,7.3909090909090915
Electronic,2015-12,7.616666666666667
Electronic,2016-01,7.237499999999999
Electronic,2016-02,7.329761904761905
Electronic,2016-03,7.047058823529411
Electronic,2016-04,7.1187499999999995
Electronic,2016-05,7.115384615384617
Electronic,2016-06,6.3500000000000005
Electronic,2016-07,7.048333333333332
Electronic,2016-08,7.1425
Electronic,2016-09,7.303846153846153
Electronic,2016-10,7.215624999999999
Electronic,2016-11,7.025555555555555
Electronic,2016-12,6.877380952380953
Electronic,2017-01,7.296875000000001
Electronic,2017-02,7.170833333333332
Electronic,2017-03,7.326666666666665
Electronic,2017-04,6.98846153846154
Electronic,2017-05,7.3571428571428585
Electronic,2017-06,7.207894736842104
Electronic,2017-07,7.281372549019607
Electronic,2017-08,7.177272727272728
Electronic,2017-09,7.216666666666666
Electronic,2017-10,7.296666666666667
Electronic,2017-11,7.433333333333334
Electronic,2017-12,6.99
Electronic,2018-01,6.961538461538462
Electronic,2018-02,6.9923076923076914
Electronic,2018-03,7.176666666666667
Electronic,2018-04,7.3583333333333325
Electronic,2018-05,7.5249999999999995
Electronic,2018-06,7.0249999999999995
Electronic,2018-07,7.154444444444446
Electronic,2018-08,7.275
Electronic,2018-09,7.3500000000000005
Electronic,2018-10,7.366666666666667
Electronic,2018-11,7.2555555555555555
Electronic,2018-12,7.216666666666666
Electronic,2019-01,7.095454545454544
