genre,score,pub_date,name,title,year
Rap,7.7,2018-05-10 05:00:00,BlocBoy JB,Simi,2018
Rap,6.2,2017-09-12 05:00:00,Princess Nokia,1992 Deluxe,2017
Rap,5.9,2018-04-18 05:00:00,Princess Nokia,A Girl Cried Red,2018
Rock,2.7,2002-04-21 05:00:03,Kind of Like Spitting,Kind of Like Spitting,2002
Rock,7.2,2006-01-02 06:00:05,Kind of Like Spitting,Learn: The Songs of Phil Ochs,2006
Rock,6.0,2002-10-10 05:00:02,Kind of Like Spitting,Bridges Worth Burning,2002
Rap,7.9,2004-08-17 06:00:01,Prince Po,The Slickness,2004
Rock,7.5,2021-11-04 04:00:00,Trace Mountains,HOUSE OF CONFUSION,2021
Rock,8.0,2020-04-14 05:00:00,Trace Mountains,Lost in the Country,2020
Folk_and_Country,7.8,2020-06-04 05:00:00,Brigid Mae Power,Head Above the Water,2020
Folk_and_Country,7.5,2016-06-22 05:00:00,Brigid Mae Power,Brigid Mae Power,2016
Folk_and_Country,7.4,2018-02-09 06:00:00,Brigid Mae Power,The Two Worlds,2018
Rock,6.6,2005-02-22 06:00:00,Josh Rouse,Nashville,2005
Rock,3.7,2006-04-16 06:00:43,Josh Rouse,Subtítulo,2006
Rock,6.4,2002-03-19 06:00:00,Josh Rouse,Under Cold Blue Stars,2002
Rock,7.0,2003-10-09 05:00:04,Josh Rouse,1972,2003
Experimental,5.5,2011-02-04 06:00:03,Young Prisms,Friends For Now,2011
Rock,5.5,2011-02-04 06:00:03,Young Prisms,Friends For Now,2011
Experimental,6.0,2012-04-17 06:00:04,Young Prisms,In Between,2012
Rock,6.0,2012-04-17 06:00:04,Young Prisms,In Between,2012
Rap,5.6,2019-09-10 05:00:00,Lil Tecca,We Love You Tecca,2019
Rap,6.0,2020-09-24 05:00:00,Lil Tecca,Virgo World,2020
Electronic,8.1,2004-11-07 06:00:03,Mellow,Perfect Colors,2004
Electronic,6.2,2007-11-16 06:00:01,The Hives,The Black and White Album,2007
Rock,6.2,2007-11-16 06:00:01,The Hives,The Black and White Album,2007
Electronic,4.8,2012-06-07 06:00:01,The Hives,Lex Hives,2012
Rock,4.8,2012-06-07 06:00:01,The Hives,Lex Hives,2012
Electronic,7.5,2004-07-18 05:00:00,The Hives,Tyrannosaurus Hives,2004
Rock,7.5,2004-07-18 05:00:00,The Hives,Tyrannosaurus Hives,2004
Electronic,7.7,2004-07-12 06:00:02,The Hives,Your New Favorite Band,2004
Rock,7.7,2004-07-12 06:00:02,The Hives,Your New Favorite Band,2004
Rock,6.2,2011-04-08 06:00:04,Mazes,A Thousand Heys,2011
Rock,6.7,2014-09-08 06:00:03,Mazes,Wooden Aquarium,2014
Rock,7.7,2013-03-07 06:00:04,Mazes,Ores & Minerals,2013
Rock,6.1,2016-04-08 05:00:00,Tacocat,Lost Time,2016
Rock,6.9,2019-05-06 05:00:00,Tacocat,This Mess Is a Place,2019
Rock,7.4,2014-02-25 06:00:05,Tacocat,NVM,2014
Rock,6.8,2021-10-22 04:00:00,Black Marble,Fast Idol,2021
Rock,6.6,2019-10-24 05:00:00,Black Marble,Bigger Than Life,2019
Rock,6.9,2020-08-17 05:00:00,Black Marble,I Must Be Living Twice EP,2020
Experimental,8.0,2005-12-06 06:00:02,Ennio Morricone,Crime & Dissonance,2005
Experimental,8.0,2016-01-05 06:00:00,Ennio Morricone,The Hateful Eight OST,2016
Experimental,9.7,2004-02-29 06:00:01,Ennio Morricone,Mondo Morricone: The Trilogy,2004
Rock,8.0,2004-04-25 05:00:01,FemBots,Small Town Murder Scene,2004
Electronic,6.1,2012-04-30 06:00:02,Light Asylum,Light Asylum,2012
Rock,6.1,2012-04-30 06:00:02,Light Asylum,Light Asylum,2012
Electronic,7.6,2011-03-10 06:00:04,Light Asylum,In Tension EP,2011
Rock,7.6,2011-03-10 06:00:04,Light Asylum,In Tension EP,2011
Metal,7.7,2003-08-17 05:00:01,Small Brown Bike,The River Bed,2003
Rock,7.7,2003-08-17 05:00:01,Small Brown Bike,The River Bed,2003
Rock,7.1,2009-11-05 06:00:01,The King Khan & BBQ Show,Invisible Girl,2009
Rock,7.0,2015-02-20 06:00:00,The King Khan & BBQ Show,Bad News Boys,2015
Rock,5.3,2021-02-26 06:00:00,The Muckers,Endeavor,2021
Metal,7.2,2018-03-09 06:00:00,Ilsa,Corpse Fortress,2018
Metal,7.3,2020-11-23 06:00:00,Ilsa,Preyer,2020
Rock,4.6,2004-03-24 06:00:01,Wesley Willis,"Greatest Hits, Vol. 3",2004
Experimental,8.0,2019-03-02 06:00:00,Ryuichi Sakamoto,BTTB (20th Anniversary Edition),2019
Experimental,7.8,2015-03-17 06:00:01,Ryuichi Sakamoto,Year Book 2005-2014,2015
Experimental,8.0,2017-05-01 05:00:00,Ryuichi Sakamoto,async,2017
Electronic,7.5,2018-02-16 06:00:00,Ryuichi Sakamoto,Glass,2018
Experimental,7.5,2018-02-16 06:00:00,Ryuichi Sakamoto,Glass,2018
Electronic,7.5,2018-02-16 06:00:00,Alva Noto,Glass,2018
Experimental,7.5,2018-02-16 06:00:00,Alva Noto,Glass,2018
Experimental,6.3,2018-02-27 06:00:00,Ryuichi Sakamoto,async remodels,2018
Experimental,8.2,2019-11-13 06:00:00,Ryuichi Sakamoto,Thousand Knives of Ryuichi Sakamoto,2019
Experimental,6.8,2019-06-11 05:00:00,Ryuichi Sakamoto,Black Mirror: Smithereens,2019
Pop_and_RnB,8.1,2017-02-08 06:00:00,Syd,Fin,2017
Global,7.2,2016-10-14 05:00:00,Pat Thomas,Coming Home (Original Ghanaian Highlife & Afrobeat Classics 1967-1981),2016
Electronic,7.8,2015-09-08 06:00:03,Savant,Artificial Dance,2015
Rock,4.4,2010-06-22 06:00:03,The Constellations,Southern Gothic,2010
Rap,8.1,2017-01-31 06:00:00,Migos,Culture,2017
Rap,7.4,2016-01-29 06:00:00,Migos,Young Rich Ni$$a$ 2,2016
Rap,6.5,2016-07-16 05:00:00,Migos,3 Way,2016
Rap,7.4,2013-07-02 06:00:02,Migos,Y.R.N. (Young Rich Niggas),2013
Rap,7.0,2015-07-31 06:00:00,Migos,Yung Rich Nation,2015
Rap,6.4,2018-01-30 06:00:00,Migos,Culture II,2018
Rap,6.9,2021-06-16 04:00:00,Migos,Culture III,2021
Rock,6.8,2006-09-28 06:00:02,The Lemonheads,The Lemonheads,2006
Rock,4.7,2009-06-25 06:00:01,The Lemonheads,Varshons,2009
Rock,7.4,2020-10-30 05:00:00,The Lemonheads,Lovey,2020
Pop_and_RnB,4.7,2020-03-20 05:00:00,Niall Horan,Heartbreak Weather,2020
Rap,7.0,2020-02-10 06:00:00,ovrkast.,Try Again,2020
Rap,7.7,2009-03-26 06:00:04,Project Pat,Real Recognize Real,2009
Rap,7.0,2007-12-13 06:00:03,Project Pat,Walkin' Bank Roll,2007
Experimental,7.4,2001-10-17 05:00:03,Frankie Sparo,Arena Hostile EP,2001
Experimental,6.1,2001-10-14 05:00:01,Frankie Sparo,My Red Scare,2001
Experimental,7.5,2003-07-15 05:00:00,Frankie Sparo,Welcome Crummy Mystics,2003
Rock,6.9,2018-06-04 05:00:00,Deeper,Deeper,2018
Experimental,5.8,2000-05-23 05:00:03,David S. Ware Quartet,Surrendered,2000
Jazz,5.8,2000-05-23 05:00:03,David S. Ware Quartet,Surrendered,2000
Experimental,6.2,2001-10-10 05:00:03,David S. Ware Quartet,Corridors and Parallels,2001
Jazz,6.2,2001-10-10 05:00:03,David S. Ware Quartet,Corridors and Parallels,2001
Experimental,7.5,2013-02-12 06:00:02,Veronica Falls,Waiting for Something to Happen,2013
Rock,7.5,2013-02-12 06:00:02,Veronica Falls,Waiting for Something to Happen,2013
Experimental,7.7,2011-09-19 06:00:02,Veronica Falls,Veronica Falls,2011
Rock,7.7,2011-09-19 06:00:02,Veronica Falls,Veronica Falls,2011
Electronic,7.3,2005-09-01 06:00:02,Hard-Fi,Stars of CCTV,2005
Rock,7.3,2005-09-01 06:00:02,Hard-Fi,Stars of CCTV,2005
Electronic,4.2,2007-10-26 06:00:04,Hard-Fi,Once Upon a Time in the West,2007
Rock,4.2,2007-10-26 06:00:04,Hard-Fi,Once Upon a Time in the West,2007
Rock,8.1,2020-07-31 05:00:00,Fontaines D.C.,A Hero's Death,2020
Rock,8.0,2019-04-17 05:00:00,Fontaines D.C.,Dogrel,2019
Electronic,7.7,2015-09-02 06:00:02,Daniel.T.,Tetrachromat EP,2015
Rap,7.5,2018-04-28 05:00:00,Nines,Crop Circle,2018
Rap,7.0,2020-08-28 05:00:00,Nines,Crabs in a Bucket,2020
Experimental,6.1,2009-07-31 06:00:03,Sian Alice Group,"Troubled, Shaken Etc.",2009
Jazz,6.1,2009-07-31 06:00:03,Sian Alice Group,"Troubled, Shaken Etc.",2009
Rock,6.1,2009-07-31 06:00:03,Sian Alice Group,"Troubled, Shaken Etc.",2009
Experimental,6.4,2008-07-14 06:00:04,Sian Alice Group,The Dusk Line EP,2008
Jazz,6.4,2008-07-14 06:00:04,Sian Alice Group,The Dusk Line EP,2008
Rock,6.4,2008-07-14 06:00:04,Sian Alice Group,The Dusk Line EP,2008
Experimental,7.7,2008-04-02 06:00:02,Sian Alice Group,59.59,2008
Jazz,7.7,2008-04-02 06:00:02,Sian Alice Group,59.59,2008
Rock,7.7,2008-04-02 06:00:02,Sian Alice Group,59.59,2008
Pop_and_RnB,7.5,2014-01-31 06:00:00,CEO,wonderland,2014
Pop_and_RnB,8.5,2010-06-30 06:00:00,CEO,White Magic,2010
Electronic,8.5,2007-04-18 06:00:02,Throbbing Gristle,Part Two: The Endless Not,2007
Experimental,8.5,2007-04-18 06:00:02,Throbbing Gristle,Part Two: The Endless Not,2007
Rock,8.5,2007-04-18 06:00:02,Throbbing Gristle,Part Two: The Endless Not,2007
Electronic,8.0,2001-06-18 05:00:00,Bablicon,"A Flat Inside a Fog, The Cat That Was a Dog",2001
Rock,8.0,2001-06-18 05:00:00,Bablicon,"A Flat Inside a Fog, The Cat That Was a Dog",2001
Electronic,8.2,2000-08-01 06:01:40,Bablicon,In a Different City,2000
Rock,8.2,2000-08-01 06:01:40,Bablicon,In a Different City,2000
Electronic,7.8,2000-07-27 06:01:40,Bablicon,The Orange Tapered Moon,2000
Rock,7.8,2000-07-27 06:01:40,Bablicon,The Orange Tapered Moon,2000
Rock,7.3,2018-07-12 05:00:00,So Stressed,Pale Lemon,2018
Electronic,8.6,2009-07-17 06:00:00,JJ,jj n° 2,2009
Rock,8.6,2009-07-17 06:00:00,JJ,jj n° 2,2009
Electronic,6.5,2012-07-05 06:00:00,JJ,High Summer EP,2012
Rock,6.5,2012-07-05 06:00:00,JJ,High Summer EP,2012
Electronic,5.4,2010-03-19 06:00:00,JJ,jj n° 3,2010
Rock,5.4,2010-03-19 06:00:00,JJ,jj n° 3,2010
Electronic,7.6,2011-01-06 06:00:01,JJ,Kills,2011
Rock,7.6,2011-01-06 06:00:01,JJ,Kills,2011
Electronic,6.7,2014-08-15 06:00:00,JJ,V,2014
Rock,6.7,2014-08-15 06:00:00,JJ,V,2014
Rock,8.2,2004-03-01 06:00:00,B.J. Nilsen,"Live at Konzerthaus, Vienna 06_12_03",2004
Electronic,7.0,2005-07-24 05:00:01,Tosca,J.A.C.,2005
Rock,8.0,2013-06-14 06:00:02,Rodan,Fifteen Quiet Years,2013
Rock,7.5,2018-10-03 05:00:00,Fred Thomas,Aftering,2018
Rock,7.1,2017-01-17 06:00:00,Fred Thomas,Changer,2017
Rock,8.0,2015-04-09 06:00:01,Fred Thomas,All Are Saved,2015
Rock,7.1,2017-08-12 05:00:00,The Yawpers,Boy in a Well,2017
Rock,7.8,2007-11-06 06:00:02,Citay,Little Kingdom,2007
Rock,7.6,2010-02-16 06:00:02,Citay,Dream Get Together,2010
Rock,7.9,2008-03-31 06:00:02,Simon & Garfunkel,Live 1969,2008
Rock,5.0,2016-01-28 06:00:04,Basement,Promise Everything,2016
Rock,7.5,2013-11-13 06:00:02,Poliça,Shulamith,2013
Rock,7.6,2012-03-21 06:00:02,Poliça,Give You the Ghost,2012
Rock,5.2,2020-02-04 06:00:00,Poliça,When We Stay Alive,2020
Rock,6.6,2016-03-08 06:00:01,Poliça,United Crushers,2016
Rock,5.2,2018-02-14 06:00:00,Poliça,Music for the Long Emergency,2018
Jazz,5.2,2018-02-14 06:00:00,Poliça,Music for the Long Emergency,2018
Rock,5.2,2018-02-14 06:00:00,s t a r g a z e,Music for the Long Emergency,2018
Jazz,5.2,2018-02-14 06:00:00,s t a r g a z e,Music for the Long Emergency,2018
Rock,6.0,2012-06-19 06:00:04,Kelly Hogan,I Like to Keep Myself in Pain,2012
Rock,6.1,2001-09-27 05:00:03,Kelly Hogan,Because It Feel Good,2001
Rock,6.6,2017-05-10 05:00:00,Todd Rundgren,White Knight,2017
Pop_and_RnB,7.5,2013-07-02 06:00:03,The-Drum,Contact,2013
Electronic,7.2,2012-01-13 06:00:04,Arrange,Five Years With the Sun EP,2012
Rock,7.2,2012-01-13 06:00:04,Arrange,Five Years With the Sun EP,2012
Electronic,7.8,2012-07-10 06:00:04,Arrange,New Memory,2012
Rock,7.8,2012-07-10 06:00:04,Arrange,New Memory,2012
Electronic,7.1,2019-10-15 05:00:00,Arrange,Blood Dust,2019
Rock,7.1,2019-10-15 05:00:00,Arrange,Blood Dust,2019
Electronic,7.7,2011-06-17 06:00:02,Arrange,Plantation,2011
Rock,7.7,2011-06-17 06:00:02,Arrange,Plantation,2011
Pop_and_RnB,2.0,2003-02-27 06:00:00,Har Mar Superstar,You Can Feel Me,2003
Rock,2.0,2003-02-27 06:00:00,Har Mar Superstar,You Can Feel Me,2003
Pop_and_RnB,1.9,2004-09-15 06:00:01,Har Mar Superstar,The Handler,2004
Rock,1.9,2004-09-15 06:00:01,Har Mar Superstar,The Handler,2004
Pop_and_RnB,5.8,2000-07-31 05:00:07,Har Mar Superstar,Har Mar Superstar,2000
Rock,5.8,2000-07-31 05:00:07,Har Mar Superstar,Har Mar Superstar,2000
Rock,6.7,2021-06-17 04:00:00,Kings of Convenience,Peace or Love,2021
Rock,6.3,2002-02-25 06:00:01,Kings of Convenience,Versus,2002
Rock,5.2,2001-03-06 06:00:01,Kings of Convenience,Quiet is the New Loud,2001
Rock,7.3,2004-07-27 06:00:01,Kings of Convenience,Riot on an Empty Street,2004
Rock,7.9,2009-10-19 06:00:02,Kings of Convenience,Declaration of Dependence,2009
Rock,7.3,2019-04-13 05:00:00,Patio,Essentials,2019
Experimental,7.4,2007-06-20 06:00:04,Lichens,Omns,2007
Rock,7.4,2007-06-20 06:00:04,Lichens,Omns,2007
Experimental,7.2,2005-10-11 06:00:04,Lichens,The Psychic Nature of Being,2005
Rock,7.2,2005-10-11 06:00:04,Lichens,The Psychic Nature of Being,2005
Pop_and_RnB,6.1,2016-10-15 05:00:00,Lizzo,Coconut Oil,2016
Rap,6.1,2016-10-15 05:00:00,Lizzo,Coconut Oil,2016
Pop_and_RnB,7.5,2015-12-10 06:00:02,Lizzo,Big GRRRL Small World,2015
Rap,7.5,2015-12-10 06:00:02,Lizzo,Big GRRRL Small World,2015
Pop_and_RnB,6.5,2019-04-22 05:00:00,Lizzo,Cuz I Love You,2019
Rap,6.5,2019-04-22 05:00:00,Lizzo,Cuz I Love You,2019
Rock,8.0,2019-05-18 05:00:00,I Love Your Lifestyle,The Movie,2019
Rock,7.7,2021-01-04 06:00:00,I Love Your Lifestyle,No Driver,2021
Experimental,7.8,2014-06-04 06:00:04,David Lang,Love Fail,2014
Rock,7.8,2014-06-04 06:00:04,David Lang,Love Fail,2014
Experimental,8.5,2010-01-15 06:00:01,David Lang,The Little Match Girl Passion,2010
Rock,8.5,2010-01-15 06:00:01,David Lang,The Little Match Girl Passion,2010
Experimental,7.2,2009-03-20 06:00:04,David Lang,Pierced,2009
Rock,7.2,2009-03-20 06:00:04,David Lang,Pierced,2009
Experimental,8.0,2013-05-08 06:00:02,David Lang,Death Speaks,2013
Rock,8.0,2013-05-08 06:00:02,David Lang,Death Speaks,2013
Electronic,7.8,2019-03-22 05:00:00,These New Puritans,Inside the Rose,2019
Rock,7.8,2019-03-22 05:00:00,These New Puritans,Inside the Rose,2019
Electronic,8.4,2013-06-14 06:00:00,These New Puritans,Field of Reeds,2013
Rock,8.4,2013-06-14 06:00:00,These New Puritans,Field of Reeds,2013
Electronic,6.4,2014-10-23 06:00:00,These New Puritans,Expanded (Live at the Barbican),2014
Rock,6.4,2014-10-23 06:00:00,These New Puritans,Expanded (Live at the Barbican),2014
Electronic,8.2,2010-02-22 06:00:00,These New Puritans,Hidden,2010
Rock,8.2,2010-02-22 06:00:00,These New Puritans,Hidden,2010
Electronic,7.5,2008-03-18 05:00:02,These New Puritans,Beat Pyramid,2008
Rock,7.5,2008-03-18 05:00:02,These New Puritans,Beat Pyramid,2008
Metal,7.2,2009-12-04 06:00:04,Pyramids With Nadja,Pyramids With Nadja,2009
Rock,7.2,2009-12-04 06:00:04,Pyramids With Nadja,Pyramids With Nadja,2009
Electronic,7.5,2015-09-24 06:00:03,Toro y Moi,Samantha,2015
Electronic,7.9,2013-01-21 06:00:00,Toro y Moi,Anything In Return,2013
Electronic,6.8,2016-08-12 05:00:00,Toro y Moi,Live from Trona,2016
Electronic,6.0,2012-04-24 06:00:01,Toro y Moi,June 2009,2012
Electronic,8.0,2011-09-12 06:00:01,Toro y Moi,Freaking Out EP,2011
Electronic,8.3,2011-02-25 06:00:00,Toro y Moi,Underneath the Pine,2011
Electronic,6.9,2017-07-11 05:00:00,Toro y Moi,Boo Boo,2017
Electronic,6.6,2015-04-07 06:00:00,Toro y Moi,What For?,2015
Electronic,7.4,2019-01-23 06:00:00,Toro y Moi,Outer Peace,2019
Electronic,7.6,2010-02-17 06:00:00,Toro y Moi,Causers of This,2010
Rock,7.8,2003-08-19 05:00:00,Steve Burns,Songs for Dustmites,2003
Rock,6.7,2015-09-09 06:00:00,Beirut,No No No,2015
Rock,6.6,2019-02-04 06:00:00,Beirut,Gallipoli,2019
Rock,7.7,2011-08-08 06:00:00,Beirut,The Rip Tide,2011
Rock,7.8,2007-01-31 06:00:01,Beirut,Lon Gisland EP,2007
Rock,8.0,2007-10-09 06:00:01,Beirut,The Flying Club Cup,2007
Rock,7.7,2006-05-11 06:00:05,Beirut,Gulag Orkestar,2006
Rock,7.0,2007-11-12 06:00:01,Led Zeppelin,Mothership,2007
Rock,7.3,2018-09-08 05:00:00,Led Zeppelin,The Song Remains the Same,2018
Rock,8.8,2003-06-11 05:00:03,Led Zeppelin,How the West Was Won,2003
Rock,5.7,2015-04-09 06:00:04,The Wombats,Glitterbug,2015
Rock,5.9,2008-07-18 05:00:03,The Wombats,"A Guide To Love, Loss & Desperation",2008
Folk_and_Country,6.0,2002-12-08 06:00:01,Univers Zero,Rhythmix,2002
Rap,7.9,2006-03-26 06:00:00,Juvenile,Reality Check,2006
Pop_and_RnB,7.6,2019-04-10 05:00:00,Juvenile,Just Another Gangsta,2019
Rap,7.6,2019-04-10 05:00:00,Juvenile,Just Another Gangsta,2019
Pop_and_RnB,7.6,2019-04-10 05:00:00,Birdman,Just Another Gangsta,2019
Rap,7.6,2019-04-10 05:00:00,Birdman,Just Another Gangsta,2019
Electronic,8.4,2006-02-21 06:00:03,Nathan Fake,Drowning in a Sea of Love,2006
Electronic,6.2,2012-08-27 06:00:03,Nathan Fake,Steam Days,2012
Electronic,6.2,2009-07-30 06:00:01,Nathan Fake,Hard Islands,2009
Electronic,6.1,2010-02-23 06:00:03,Kasper Bjørke,Standing on Top of Utopia,2010
Experimental,8.3,2009-09-24 06:00:00,Volcano Choir,Unmap,2009
Rock,8.3,2009-09-24 06:00:00,Volcano Choir,Unmap,2009
Experimental,7.8,2013-09-04 06:00:00,Volcano Choir,Repave,2013
Rock,7.8,2013-09-04 06:00:00,Volcano Choir,Repave,2013
Pop_and_RnB,6.5,2021-02-23 06:00:00,Mr Eazi,Something Else EP,2021
Rock,7.7,2017-03-27 05:00:00,Tonstartssbandht,Sorcerer,2017
Rock,7.8,2021-10-30 04:00:00,Tonstartssbandht,Petunia,2021
Rock,8.0,2014-07-11 06:00:03,Tonstartssbandht,Overseas,2014
Rap,9.0,2016-11-17 06:00:00,A Tribe Called Quest,We got it from Here... Thank You 4 Your service,2016
Electronic,6.5,2018-02-12 06:00:00,John Tejada,Dead Start Program,2018
Electronic,7.1,2011-08-05 06:00:03,John Tejada,Parabolas,2011
Electronic,7.4,2015-02-04 06:00:02,John Tejada,Signs Under Test,2015
Electronic,6.7,2002-07-28 05:00:03,John Tejada,Daydreams in Cold Weather,2002
Electronic,6.9,2012-09-12 06:00:04,John Tejada,The Predicting Machine,2012
Electronic,7.7,2004-11-17 06:00:05,John Tejada,Logic Memory Center,2004
Rock,7.2,2013-10-01 06:00:04,Pinkish Black,Razed to the Ground,2013
Rock,7.0,2012-05-21 06:00:04,Pinkish Black,Pinkish Black,2012
Rock,7.9,2015-11-12 06:00:05,Pinkish Black,Bottom of the Morning,2015
Rock,7.1,2010-08-02 06:00:01,Shapes and Sizes,Candle to Your Eyes,2010
Rock,8.0,2007-06-08 06:00:03,Shapes and Sizes,"Split Lips, Winning Hips, a Shiner",2007
Rock,6.9,2006-07-17 06:00:02,Shapes and Sizes,Shapes and Sizes,2006
Electronic,7.6,2016-09-20 05:00:00,Grumbling Fur,Furfour,2016
Electronic,6.5,2011-10-26 06:00:03,The Duke Spirit,Bruiser,2011
Rock,6.5,2011-10-26 06:00:03,The Duke Spirit,Bruiser,2011
Electronic,7.4,2005-06-07 06:01:05,The Duke Spirit,Cuts Across the Land,2005
Rock,7.4,2005-06-07 06:01:05,The Duke Spirit,Cuts Across the Land,2005
Electronic,6.2,2008-04-10 06:00:05,The Duke Spirit,Neptune,2008
Rock,6.2,2008-04-10 06:00:05,The Duke Spirit,Neptune,2008
Pop_and_RnB,7.5,2018-05-18 05:00:00,Patrick Paige II,Letters of Irrelevance,2018
Electronic,6.2,2003-09-01 05:00:03,Anna Oxygen,All Your Faded Things,2003
Pop_and_RnB,6.2,2003-09-01 05:00:03,Anna Oxygen,All Your Faded Things,2003
Rock,6.2,2003-09-01 05:00:03,Anna Oxygen,All Your Faded Things,2003
Electronic,7.5,2019-05-29 05:00:00,J-E-T-S,Zoospa,2019
Experimental,7.5,2018-10-06 05:00:00,Foodman,Aru Otoko No Densetsu,2018
Experimental,7.5,2018-11-27 06:00:00,Foodman,Moriyama EP,2018
Experimental,7.6,2021-07-12 04:00:00,Foodman,Yasuragi Land,2021
Experimental,8.3,2000-03-21 06:00:01,Quickspace,The Death of Quickspace,2000
Rock,8.3,2000-03-21 06:00:01,Quickspace,The Death of Quickspace,2000
Rock,7.5,2011-08-24 06:00:01,Widowspeak,Widowspeak,2011
Rock,7.3,2013-01-17 06:00:02,Widowspeak,Almanac,2013
Rock,6.8,2015-09-07 06:00:02,Widowspeak,All Yours,2015
Rock,7.2,2020-09-04 05:00:00,Widowspeak,Plum,2020
Rock,7.4,2013-11-05 06:00:03,Widowspeak,The Swamps EP,2013
Rock,7.3,2004-11-15 06:01:40,Gravenhurst,Black Holes in the Sand,2004
Rock,6.8,2007-10-01 06:00:05,Gravenhurst,The Western Lands,2007
Rock,7.1,2005-11-06 06:00:03,Gravenhurst,Fires in Distant Buildings,2005
Rock,7.1,2004-07-21 06:00:04,Gravenhurst,Flashlight Seasons,2004
Rock,6.2,2012-05-01 06:00:04,Gravenhurst,The Ghost in Daylight,2012
Electronic,8.0,2020-05-13 05:00:00,Auscultation,III,2020
Rap,6.1,2011-11-29 06:00:04,M.E.D.,Classic,2011
Rap,6.7,2005-06-15 06:00:35,M.E.D.,Push Comes to Shove,2005
Experimental,7.6,2019-07-02 05:00:00,75 Dollar Bill,I Was Real,2019
Rap,8.3,2013-08-19 06:00:00,Earl Sweatshirt,Doris,2013
Rap,8.0,2015-03-24 06:00:00,Earl Sweatshirt,"I Don't Like Shit, I Don't Go Outside",2015
Rap,8.8,2018-11-30 06:00:00,Earl Sweatshirt,Some Rap Songs,2018
Rap,8.4,2019-11-05 06:00:00,Earl Sweatshirt,Feet of Clay,2019
Rock,6.9,2005-03-06 06:00:05,Mando Diao,Hurricane Bar,2005
Rock,8.0,2003-10-27 06:00:03,Mando Diao,Bring 'Em In,2003
Rock,5.4,2007-05-25 06:00:04,Mando Diao,Ode to Ochrasy,2007
Electronic,7.8,2013-05-09 06:00:00,Justice,Access All Arenas,2013
Electronic,5.7,2006-10-24 06:00:05,Justice,Waters of Nazareth,2006
Electronic,5.3,2011-10-25 06:00:00,Justice,"Audio, Video, Disco",2011
Electronic,6.5,2008-12-09 06:00:01,Justice,A Cross the Universe,2008
Electronic,8.4,2007-06-12 06:00:00,Justice,†,2007
Electronic,5.2,2016-11-29 06:00:00,Justice,Woman,2016
Global,9.0,1999-06-01 05:00:03,Caetano Veloso,Livro,1999
Global,8.1,2001-04-24 05:00:00,Caetano Veloso,Noites do Norte,2001
Global,8.9,2004-09-12 06:00:02,Caetano Veloso,Antologia 69-03,2004
Global,8.8,2004-04-12 05:00:05,Caetano Veloso,A Foreign Sound,2004
Pop_and_RnB,6.4,2019-11-08 06:00:00,Emotional Oranges,The Juice Vol. II,2019
Rock,6.9,2018-04-21 05:00:00,Post Animal,When I Think of You in a Castle,2018
Electronic,5.7,2006-11-29 06:00:04,Ensemble,Ensemble,2006
Pop_and_RnB,5.7,2006-11-29 06:00:04,Ensemble,Ensemble,2006
Electronic,6.3,2011-05-19 06:00:03,Ensemble,Excerpts,2011
Pop_and_RnB,6.3,2011-05-19 06:00:03,Ensemble,Excerpts,2011
Electronic,8.4,2010-01-08 06:00:01,Ben Frost,By the Throat,2010
Experimental,8.4,2010-01-08 06:00:01,Ben Frost,By the Throat,2010
Electronic,5.0,2014-12-11 06:00:01,Ben Frost,V A R I A N T EP,2014
Experimental,5.0,2014-12-11 06:00:01,Ben Frost,V A R I A N T EP,2014
Electronic,6.8,2017-08-04 05:00:00,Ben Frost,Threshold of Faith EP,2017
Experimental,6.8,2017-08-04 05:00:00,Ben Frost,Threshold of Faith EP,2017
Electronic,7.8,2017-09-29 05:00:00,Ben Frost,The Centre Cannot Hold,2017
Experimental,7.8,2017-09-29 05:00:00,Ben Frost,The Centre Cannot Hold,2017
Electronic,7.3,2016-12-27 06:00:00,Ben Frost,The Wasp Factory,2016
Experimental,7.3,2016-12-27 06:00:00,Ben Frost,The Wasp Factory,2016
Electronic,8.5,2014-05-30 06:00:00,Ben Frost,A U R O R A,2014
Experimental,8.5,2014-05-30 06:00:00,Ben Frost,A U R O R A,2014
Electronic,6.0,2019-12-07 06:00:00,Ben Frost,Catastrophic Deliquescence (Music From Fortitude 2015-2018),2019
Experimental,6.0,2019-12-07 06:00:00,Ben Frost,Catastrophic Deliquescence (Music From Fortitude 2015-2018),2019
Rock,9.0,2001-04-17 05:00:02,Unwound,Leaves Turn Inside You,2001
Rock,6.5,1999-09-14 05:00:05,Unwound,A Single History 1991-1997,1999
Rock,8.0,2013-10-25 06:00:02,Unwound,Kid Is Gone,2013
Rap,7.0,2005-05-25 05:00:00,Mike Jones,Who Is Mike Jones?,2005
Rap,6.8,2015-01-15 06:00:03,Mike Jones,Money Train,2015
Experimental,8.7,2013-04-17 06:00:00,The Haxan Cloak,Excavation,2013
Rock,7.2,2010-08-19 06:00:02,Venice Is Sinking,"Sand & Lines: The Georgia Theatre Sessions, May 20th–24th 2008",2010
Rock,7.0,2006-08-29 06:00:05,Venice Is Sinking,Sorry About the Flowers,2006
Rock,6.0,2009-07-15 06:00:03,Venice Is Sinking,Azar,2009
Electronic,7.3,2011-05-17 06:00:03,Psychedelic Horseshit,Laced,2011
